filename,width,height,class,xmin,ymin,xmax,ymax
1M7JPF.jpg,558,313,champignon,312,160,343,188
1M7JPF.jpg,558,313,banana,325,187,472,250
1M7JPF.jpg,558,313,pepper,289,219,346,274
1M7JPF.jpg,558,313,champignon,268,190,300,224
1M7JPF.jpg,558,313,white_bread,271,117,333,162
1M7JPF.jpg,558,313,cheese,231,126,270,197
1M7JPF.jpg,558,313,potato,225,218,260,247
1M7JPF.jpg,558,313,potato,229,253,265,282
1M7JPF.jpg,558,313,cucumber,175,246,200,313
1M7JPF.jpg,558,313,cucumber,196,249,218,313
1M7JPF.jpg,558,313,tomato,151,200,182,232
1M7JPF.jpg,558,313,tomato,191,146,225,179
1M7JPF.jpg,558,313,tomato,131,151,161,182
1M7JPF.jpg,558,313,egg,175,117,204,143
1M7JPF.jpg,558,313,champignon,136,120,160,147
1M7JPF.jpg,558,313,pepper,132,45,182,87
1M7JPF.jpg,558,313,chicken_fillet,193,64,277,106
1M7JPF.jpg,558,313,egg,221,16,251,49
1M7JPF.jpg,558,313,chicken_fillet,250,1,334,40
1M7JPF.jpg,558,313,cucumber,186,1,211,46
1M7JPF.jpg,558,313,cucumber,291,71,369,103
1M7JPF.jpg,558,313,white_bread,78,132,127,178
1M7JPF.jpg,558,313,white_bread,46,238,91,275
1NF0OT.jpg,558,313,champignon,119,14,321,213
1RG6QNA.jpg,558,313,white_bread,75,108,470,210
1T18U8.jpg,558,313,white_bread,282,32,423,206
1T18U8.jpg,558,313,white_bread,66,115,188,282
1TPER7.jpg,558,744,carrot,106,139,164,412
1TPER7.jpg,558,744,carrot,214,122,269,331
1TPER7.jpg,558,744,potato,270,135,343,199
1TPER7.jpg,558,744,onion,343,193,425,292
1TPER7.jpg,558,744,egg,281,261,342,312
1TPER7.jpg,558,744,pepper,463,300,558,409
1TPER7.jpg,558,744,champignon,427,381,482,438
1TPER7.jpg,558,744,potato,456,446,511,503
1TPER7.jpg,558,744,potato,506,422,558,485
1TPER7.jpg,558,744,cucumber,176,346,228,485
1TPER7.jpg,558,744,chicken_fillet,55,397,146,578
1TPER7.jpg,558,744,chicken_fillet,204,475,287,647
1TPER7.jpg,558,744,egg,114,549,180,621
1TPER7.jpg,558,744,cucumber,33,644,186,707
1TPER7.jpg,558,744,pepper,200,679,289,743
1TPER7.jpg,558,744,egg,315,597,365,656
1TPER7.jpg,558,744,tomato,360,540,421,602
1TPER7.jpg,558,744,tomato,454,589,515,652
1TPER7.jpg,558,744,tomato,385,659,443,718
1TPER7.jpg,558,744,champignon,333,678,384,731
1TPER7.jpg,558,744,onion,464,689,533,744
1TPER7.jpg,558,744,cheese,354,400,424,542
1TPER7.jpg,558,744,white_bread,276,346,351,466
1TPER7.jpg,558,744,champignon,333,312,392,371
1TPER7.jpg,558,744,banana,397,120,482,358
1TVNWL.jpg,558,313,champignon,321,104,407,183
1TVNWL.jpg,558,313,champignon,156,29,231,101
1TVNWL.jpg,558,313,champignon,29,88,121,171
1VSR8F9.jpg,558,313,spaghetti,24,90,465,216
1ZY9RO.jpg,558,313,egg,146,80,323,238
20T8GW9.jpg,558,313,rice,213,56,392,250
225APQ.jpg,558,313,egg,178,9,260,96
225APQ.jpg,558,313,egg,296,161,396,237
225APQ.jpg,558,313,egg,80,153,162,229
245UPH8.jpg,558,313,milk,209,25,323,191
245UPH8.jpg,558,313,egg,165,152,215,216
245UPH8.jpg,558,313,egg,236,209,294,280
28CGQ9.jpg,558,313,carrot,125,14,472,99
28CGQ9.jpg,558,313,carrot,123,165,412,256
2B8X86Z.jpg,558,313,rice,186,80,360,247
2MVC0GE.jpg,558,313,milk,119,87,357,239
2NLVU1.jpg,558,418,cucumber,90,134,257,195
2NLVU1.jpg,558,418,cucumber,91,204,270,267
2NLVU1.jpg,558,418,tomato,290,193,381,280
2NLVU1.jpg,558,418,tomato,292,120,364,193
2NLVU1.jpg,558,418,tomato,413,143,500,223
2NLVU1.jpg,558,418,champignon,1,2,51,59
2NLVU1.jpg,558,418,egg,190,1,248,28
2SXBTJ.jpg,558,313,egg,315,62,347,100
2SXBTJ.jpg,558,313,egg,364,34,399,67
2SXBTJ.jpg,558,313,egg,415,68,448,101
2SXBTJ.jpg,558,313,white_bread,228,34,293,75
2SXBTJ.jpg,558,313,white_bread,206,77,279,123
2SXBTJ.jpg,558,313,white_bread,203,149,277,213
2SXBTJ.jpg,558,313,tomato,95,106,141,146
2SXBTJ.jpg,558,313,tomato,87,175,136,218
2SXBTJ.jpg,558,313,tomato,135,185,177,225
2SXBTJ.jpg,558,313,cucumber,37,32,70,101
2SXBTJ.jpg,558,313,cucumber,56,19,103,100
2T8PN6P.jpg,558,313,rice,132,61,379,238
2VTX6V6.jpg,558,313,spaghetti,1,97,415,216
2X44ED.jpg,558,313,chicken_fillet,257,37,412,278
2X44ED.jpg,558,313,chicken_fillet,142,52,240,262
32AHY6Q.jpg,558,992,milk,198,96,418,469
32AHY6Q.jpg,558,992,banana,60,469,414,731
34XKIY.jpg,558,313,banana,112,129,448,278
35E9TWG.jpg,558,992,milk,73,171,338,776
35F4P1.jpg,558,313,white_bread,170,59,393,218
36WZ39.jpg,558,313,pepper,199,79,356,256
36WZ39.jpg,558,313,pepper,430,130,558,266
37D4S5.jpg,558,313,tomato,167,89,247,165
37D4S5.jpg,558,313,tomato,289,101,382,189
37D4S5.jpg,558,313,tomato,34,164,151,270
38IEN17.jpg,558,418,egg,200,99,298,194
38IEN17.jpg,558,418,egg,337,108,440,196
38IEN17.jpg,558,418,banana,162,212,470,369
39FB2NL.jpg,558,313,rice,128,86,356,233
3AK9BX.jpg,558,418,champignon,244,123,316,194
3AK9BX.jpg,558,418,champignon,264,197,338,270
3AK9BX.jpg,558,418,champignon,138,88,216,167
3AK9BX.jpg,558,418,potato,341,95,436,171
3AK9BX.jpg,558,418,potato,379,183,453,278
3AK9BX.jpg,558,418,pepper,301,274,457,391
3AK9BX.jpg,558,418,onion,173,371,282,418
3AK9BX.jpg,558,418,potato,72,215,142,301
3AK9BX.jpg,558,418,cucumber,42,94,140,219
3AK9BX.jpg,558,418,tomato,133,1,222,76
3AK9BX.jpg,558,418,egg,380,1,464,68
3AK9BX.jpg,558,418,chicken_fillet,497,39,558,285
3AK9BX.jpg,558,418,egg,160,200,246,263
3B6LYZ.jpg,558,313,white_bread,128,56,397,236
3F7N8K1.jpg,558,313,rice,126,99,341,311
3FOQK0.jpg,558,313,champignon,144,16,333,197
3H1KK7.jpg,558,313,potato,185,51,279,158
3H1KK7.jpg,558,313,potato,107,192,219,297
3H1KK7.jpg,558,313,potato,279,163,388,272
3L302Y.jpg,558,313,white_bread,87,90,340,264
3M330MA.jpg,558,313,egg,125,19,193,94
3M330MA.jpg,558,313,potato,248,29,312,118
3M330MA.jpg,558,313,potato,316,134,393,201
3M330MA.jpg,558,313,white_bread,288,213,421,313
3M330MA.jpg,558,313,white_bread,384,42,492,155
3M330MA.jpg,558,313,tomato,199,133,274,204
3M330MA.jpg,558,313,spaghetti,1,210,263,291
3M330MA.jpg,558,313,white_bread,1,34,100,115
3MSVR4.jpg,558,313,onion,252,83,372,188
3MSVR4.jpg,558,313,banana,141,1,255,256
3MSVR4.jpg,558,313,cucumber,449,1,497,119
3MSVR4.jpg,558,313,champignon,490,82,557,149
3MSVR4.jpg,558,313,egg,434,151,502,222
3MSVR4.jpg,558,313,pepper,209,221,369,313
3MSVR4.jpg,558,313,tomato,33,239,135,313
3PRCJHH.jpg,558,313,spaghetti,32,61,502,165
3QBPCH.jpg,558,313,white_bread,194,82,276,199
3QBPCH.jpg,558,313,cucumber,305,119,361,247
3QBPCH.jpg,558,313,egg,168,203,243,271
3QBPCH.jpg,558,313,champignon,119,157,185,218
3QBPCH.jpg,558,313,champignon,80,79,145,139
3QBPCH.jpg,558,313,banana,70,1,277,67
3QBPCH.jpg,558,313,egg,400,4,460,56
3QBPCH.jpg,558,313,chicken_fillet,305,2,376,100
3QBPCH.jpg,558,313,chicken_fillet,425,51,512,195
3QBPCH.jpg,558,313,pepper,2,99,73,217
3QFI8QT.jpg,558,313,rice,113,69,371,248
3UZFF4.jpg,558,313,cucumber,245,6,317,114
3UZFF4.jpg,558,313,banana,1,124,120,313
3UZFF4.jpg,558,313,champignon,330,239,402,313
3UZFF4.jpg,558,313,champignon,504,205,558,262
3XEQ2UZ.jpg,558,313,spaghetti,85,62,534,184
3XHO3X.jpg,558,313,onion,237,91,361,196
3XHO3X.jpg,558,313,egg,425,163,491,239
3XHO3X.jpg,558,313,champignon,477,93,548,164
3XHO3X.jpg,558,313,cucumber,435,11,481,128
3XHO3X.jpg,558,313,tomato,22,245,122,312
3XHO3X.jpg,558,313,banana,129,11,246,263
3XHO3X.jpg,558,313,pepper,191,231,346,313
3XVDC4.jpg,558,313,egg,201,212,250,261
3XVDC4.jpg,558,313,white_bread,354,116,419,226
3ZCCCQR.jpg,558,313,spaghetti,14,88,478,201
413OMQ.jpg,558,313,white_bread,291,29,434,194
413OMQ.jpg,558,313,white_bread,80,103,198,270
4152BZ7.jpg,558,418,egg,160,73,277,203
4152BZ7.jpg,558,418,egg,324,80,438,198
4152BZ7.jpg,558,418,banana,127,196,487,387
4524F4.jpg,558,313,banana,114,138,450,286
458PG5.jpg,558,313,egg,111,179,156,221
458PG5.jpg,558,313,white_bread,267,128,319,220
45E7CN.jpg,558,313,onion,146,50,363,232
45O7R0.jpg,558,313,white_bread,205,42,397,175
45O7R0.jpg,558,313,white_bread,43,231,201,313
460GZX.jpg,558,313,onion,161,55,376,235
477I925.jpg,558,418,rice,108,87,375,237
477I925.jpg,558,418,egg,262,239,408,366
48F0A5.jpg,558,313,tomato,202,1,301,89
48F0A5.jpg,558,313,tomato,330,56,430,153
48F0A5.jpg,558,313,tomato,184,97,300,209
4C0KQH.jpg,558,418,cheese,71,37,231,120
4C0KQH.jpg,558,418,carrot,280,87,483,139
4C0KQH.jpg,558,418,carrot,245,161,556,231
4C0KQH.jpg,558,418,onion,167,216,301,348
4C0KQH.jpg,558,418,champignon,100,177,187,256
4C0KQH.jpg,558,418,champignon,40,242,130,323
4C0KQH.jpg,558,418,champignon,9,176,87,250
4CJP62.jpg,558,313,white_bread,214,51,404,186
4CJP62.jpg,558,313,white_bread,45,240,208,313
4D8EMP4.jpg,558,418,egg,332,116,429,207
4D8EMP4.jpg,558,418,egg,187,104,292,210
4D8EMP4.jpg,558,418,banana,147,213,456,377
4DILOQM.jpg,558,313,milk,78,95,429,233
4DNRZD.jpg,558,313,tomato,136,56,234,149
4DNRZD.jpg,558,313,tomato,277,108,371,198
4DNRZD.jpg,558,313,tomato,150,183,265,292
4EXEKJ.jpg,558,313,cheese,133,122,402,272
4F1MWYD.jpg,558,313,spaghetti,20,61,482,204
4HMFLJ.jpg,558,313,tomato,165,46,258,140
4HMFLJ.jpg,558,313,tomato,300,53,403,153
4HMFLJ.jpg,558,313,tomato,64,172,186,285
4I8IA3.jpg,558,418,tomato,197,84,273,157
4I8IA3.jpg,558,418,tomato,204,176,286,255
4I8IA3.jpg,558,418,cheese,99,134,190,308
4I8IA3.jpg,558,418,chicken_fillet,316,197,489,291
4I8IA3.jpg,558,418,chicken_fillet,300,90,488,180
4I8IA3.jpg,558,418,tomato,484,1,551,55
4IL74M.jpg,558,313,tomato,279,124,312,155
4IL74M.jpg,558,313,tomato,280,172,315,206
4IL74M.jpg,558,313,tomato,315,181,347,214
4IL74M.jpg,558,313,pepper,92,106,158,160
4IL74M.jpg,558,313,pepper,121,1,172,41
4IL74M.jpg,558,313,champignon,155,149,191,183
4IL74M.jpg,558,313,champignon,133,182,166,213
4IL74M.jpg,558,313,champignon,100,174,134,206
4IL74M.jpg,558,313,cucumber,33,145,79,207
4IL74M.jpg,558,313,cucumber,63,133,98,201
4IL74M.jpg,558,313,banana,5,29,119,58
4IL74M.jpg,558,313,banana,7,7,121,32
4IL74M.jpg,558,313,cucumber,230,74,258,121
4IL74M.jpg,558,313,cucumber,244,67,280,121
4IL74M.jpg,558,313,white_bread,359,108,419,144
4IL74M.jpg,558,313,white_bread,369,79,425,108
4IL74M.jpg,558,313,egg,448,99,476,126
4IL74M.jpg,558,313,egg,482,79,514,105
4IL74M.jpg,558,313,egg,531,106,558,132
4IL74M.jpg,558,313,cheese,410,268,483,313
4IL74M.jpg,558,313,chicken_fillet,159,262,266,311
4IL74M.jpg,558,313,white_bread,364,163,426,212
4IL74M.jpg,558,313,egg,340,31,368,55
4KB3OJO.jpg,558,992,milk,125,143,370,703
4LUZP3.jpg,558,313,pepper,114,72,318,286
4MIOLX.jpg,558,313,cheese,119,126,350,303
4SBFJG8.jpg,558,313,milk,176,109,395,218
4T4E0M.jpg,558,313,onion,162,107,380,297
4X53ZN.jpg,558,313,carrot,84,70,452,157
4X53ZN.jpg,558,313,carrot,124,192,434,283
4ZAJ842.jpg,558,313,milk,129,125,357,256
51QFQ8.jpg,558,313,white_bread,57,59,315,235
5222QBI.jpg,558,313,rice,132,98,382,284
56UX2I.jpg,558,313,white_bread,84,99,365,276
5749FU2.jpg,558,992,milk,199,90,422,718
57KXWI.jpg,558,418,pepper,166,174,273,306
57KXWI.jpg,558,418,potato,276,233,364,303
57KXWI.jpg,558,418,champignon,448,129,512,187
57KXWI.jpg,558,418,champignon,363,106,425,169
57KXWI.jpg,558,418,champignon,339,62,410,115
57KXWI.jpg,558,418,potato,234,25,297,79
57KXWI.jpg,558,418,cucumber,289,14,394,71
57KXWI.jpg,558,418,onion,70,82,186,178
57KXWI.jpg,558,418,banana,2,28,119,217
57KXWI.jpg,558,418,pepper,1,201,135,365
57KXWI.jpg,558,418,chicken_fillet,277,335,531,418
57TFZF.jpg,558,313,chicken_fillet,180,71,396,185
57TFZF.jpg,558,313,chicken_fillet,243,245,392,313
5B6EI2.jpg,558,313,pepper,128,56,332,272
5BD4CP.jpg,558,313,white_bread,241,81,357,277
5BD4CP.jpg,558,313,white_bread,104,144,182,297
5DVWBZ.jpg,558,313,white_bread,196,68,426,183
5DVWBZ.jpg,558,313,white_bread,199,193,434,312
5E7AD3B.jpg,558,313,spaghetti,16,91,458,253
5G2GJND.jpg,558,313,rice,146,14,416,197
5H7F9U.jpg,558,313,white_bread,128,28,389,214
5HN9JZ.jpg,558,313,white_bread,204,67,402,203
5HN9JZ.jpg,558,313,white_bread,23,154,195,307
5I1HQNJ.jpg,558,313,milk,213,2,331,198
5I1HQNJ.jpg,558,313,egg,235,202,300,271
5I1HQNJ.jpg,558,313,egg,114,143,178,209
5I1HQNJ.jpg,558,313,onion,24,80,113,170
5I1HQNJ.jpg,558,313,carrot,1,158,50,313
5NP15DN.jpg,558,313,rice,184,57,397,270
5PBVV5M.jpg,558,313,spaghetti,37,91,498,239
5SG93W.jpg,558,313,white_bread,128,54,397,237
5TRV15.jpg,558,313,egg,186,199,226,240
5VOHAH.jpg,558,313,cheese,207,35,325,260
5VYFRM.jpg,558,313,cheese,122,156,359,313
616YMC.jpg,558,313,chicken_fillet,247,1,314,97
616YMC.jpg,558,313,chicken_fillet,371,57,444,161
616YMC.jpg,558,313,cucumber,270,103,323,207
616YMC.jpg,558,313,cucumber,330,1,442,24
616YMC.jpg,558,313,egg,336,18,391,61
616YMC.jpg,558,313,white_bread,150,85,233,176
616YMC.jpg,558,313,champignon,77,141,143,201
616YMC.jpg,558,313,egg,131,176,205,242
616YMC.jpg,558,313,champignon,29,86,98,139
616YMC.jpg,558,313,banana,18,23,225,81
616YMC.jpg,558,313,tomato,125,3,180,37
616YMC.jpg,558,313,egg,184,1,226,29
62074A.jpg,558,313,chicken_fillet,259,9,332,156
62074A.jpg,558,313,chicken_fillet,400,92,485,250
62074A.jpg,558,313,egg,360,49,424,103
62074A.jpg,558,313,cucumber,352,1,479,39
62074A.jpg,558,313,cucumber,297,182,359,313
62074A.jpg,558,313,white_bread,159,150,253,284
62074A.jpg,558,313,champignon,102,247,181,313
62074A.jpg,558,313,champignon,14,161,93,234
62074A.jpg,558,313,banana,1,67,232,132
62074A.jpg,558,313,tomato,105,15,174,74
62074A.jpg,558,313,egg,176,1,226,42
63NO53.jpg,558,313,carrot,55,54,418,140
63NO53.jpg,558,313,carrot,125,174,405,259
645SMP.jpg,558,313,potato,94,94,171,187
645SMP.jpg,558,313,potato,158,236,255,313
645SMP.jpg,558,313,potato,318,64,401,160
66A9SD.jpg,558,313,egg,60,167,114,215
673FJBN.jpg,558,992,milk,102,167,366,774
69NBJL.jpg,558,313,white_bread,130,73,397,264
6CP570A.jpg,558,313,rice,193,55,339,211
6IFW1QG.jpg,558,313,milk,192,5,305,204
6IFW1QG.jpg,558,313,egg,198,230,281,291
6IFW1QG.jpg,558,313,egg,138,164,197,215
6IFW1QG.jpg,558,313,rice,55,5,150,66
6J0D7E.jpg,558,313,cucumber,193,43,277,238
6KC4Y2.jpg,558,313,white_bread,221,26,417,165
6KC4Y2.jpg,558,313,white_bread,40,206,202,313
6KKEOV7.jpg,558,418,egg,154,171,293,300
6KKEOV7.jpg,558,418,rice,289,74,458,292
6LA14X.jpg,558,313,champignon,146,117,236,204
6LA14X.jpg,558,313,champignon,291,122,387,215
6LA14X.jpg,558,313,champignon,32,203,135,304
6LZ09B.jpg,558,313,chicken_fillet,193,28,269,180
6LZ09B.jpg,558,313,chicken_fillet,346,100,429,254
6LZ09B.jpg,558,313,egg,299,58,352,114
6LZ09B.jpg,558,313,cucumber,285,6,407,46
6LZ09B.jpg,558,313,cucumber,246,206,309,311
6LZ09B.jpg,558,313,white_bread,105,181,200,313
6LZ09B.jpg,558,313,banana,1,97,166,178
6LZ09B.jpg,558,313,tomato,32,51,100,113
6LZ09B.jpg,558,313,egg,104,16,155,68
6N5120.jpg,558,313,chicken_fillet,179,101,418,222
6N5120.jpg,558,313,chicken_fillet,187,240,435,313
6P8QV7A.jpg,558,418,white_bread,150,113,299,212
6P8QV7A.jpg,558,418,white_bread,332,117,441,260
6P8QV7A.jpg,558,418,banana,118,250,416,372
6Q2TZJ.jpg,558,313,cucumber,93,114,393,227
6TG4TN.jpg,558,313,egg,141,73,296,284
6ZIMKX.jpg,558,313,cucumber,288,136,337,265
6ZIMKX.jpg,558,313,champignon,311,236,382,307
6ZIMKX.jpg,558,313,champignon,483,207,547,267
705J7K.jpg,558,313,pepper,96,90,168,154
705J7K.jpg,558,313,champignon,171,136,214,174
705J7K.jpg,558,313,champignon,117,174,156,209
705J7K.jpg,558,313,champignon,154,178,190,215
705J7K.jpg,558,313,cucumber,30,137,93,214
705J7K.jpg,558,313,cucumber,63,122,111,201
705J7K.jpg,558,313,cucumber,241,28,274,88
705J7K.jpg,558,313,cucumber,258,15,300,83
705J7K.jpg,558,313,tomato,304,90,340,130
705J7K.jpg,558,313,tomato,311,154,349,191
705J7K.jpg,558,313,tomato,347,160,381,196
705J7K.jpg,558,313,white_bread,400,126,464,186
705J7K.jpg,558,313,white_bread,387,58,454,103
705J7K.jpg,558,313,white_bread,399,18,460,55
705J7K.jpg,558,313,egg,485,44,515,77
705J7K.jpg,558,313,egg,522,15,554,47
705J7K.jpg,558,313,cheese,452,256,528,313
705J7K.jpg,558,313,chicken_fillet,196,268,311,313
70FKTH.jpg,558,313,tomato,339,15,414,90
70FKTH.jpg,558,313,tomato,368,71,455,154
70FKTH.jpg,558,313,cheese,134,122,318,267
70FKTH.jpg,558,313,egg,139,24,212,88
70FKTH.jpg,558,313,cucumber,24,108,93,299
70FKTH.jpg,558,313,chicken_fillet,1,1,64,81
71D46E.jpg,558,313,cucumber,83,109,400,241
72SS29.jpg,558,313,egg,105,60,302,219
73NW1XV.jpg,558,313,spaghetti,65,52,512,139
73UNUFO.jpg,558,313,rice,183,42,367,234
75RTZS2.jpg,558,992,milk,146,112,408,722
7612QA.jpg,558,313,pepper,156,32,368,253
7885CR.jpg,558,313,chicken_fillet,283,51,335,157
7885CR.jpg,558,313,chicken_fillet,377,115,433,221
7885CR.jpg,558,313,egg,355,81,397,120
7885CR.jpg,558,313,cucumber,350,43,442,74
7885CR.jpg,558,313,cucumber,303,170,344,271
7885CR.jpg,558,313,egg,209,243,262,297
7885CR.jpg,558,313,champignon,165,215,211,263
7885CR.jpg,558,313,champignon,118,155,172,204
7885CR.jpg,558,313,pepper,40,180,129,271
7885CR.jpg,558,313,banana,91,78,264,133
7885CR.jpg,558,313,tomato,176,60,225,101
7885CR.jpg,558,313,egg,225,40,261,73
7885CR.jpg,558,313,champignon,215,1,249,26
7885CR.jpg,558,313,tomato,171,1,209,29
7885CR.jpg,558,313,tomato,105,18,150,56
7885CR.jpg,558,313,cucumber,1,49,87,73
7885CR.jpg,558,313,cucumber,2,73,83,101
7885CR.jpg,558,313,white_bread,213,148,275,239
7C7XHD.jpg,558,313,chicken_fillet,159,26,367,132
7C7XHD.jpg,558,313,chicken_fillet,136,150,362,276
7C7XHD.jpg,558,313,egg,473,139,556,210
7C7XHD.jpg,558,313,egg,516,2,558,74
7D4GJZ.jpg,558,313,cucumber,72,112,348,289
7ELRSM9.jpg,558,418,rice,196,44,434,384
7F5GTNC.jpg,558,418,white_bread,68,96,187,165
7F5GTNC.jpg,558,418,white_bread,416,115,495,212
7F5GTNC.jpg,558,418,white_bread,329,256,440,343
7F5GTNC.jpg,558,418,potato,304,106,367,171
7F5GTNC.jpg,558,418,potato,354,194,424,246
7F5GTNC.jpg,558,418,tomato,258,179,325,250
7F5GTNC.jpg,558,418,egg,198,95,264,158
7F5GTNC.jpg,558,418,spaghetti,36,246,317,323
7F5SZ5.jpg,558,418,carrot,319,70,542,134
7F5SZ5.jpg,558,418,carrot,271,170,556,267
7F5SZ5.jpg,558,418,onion,193,247,308,376
7F5SZ5.jpg,558,418,champignon,84,247,159,320
7F5SZ5.jpg,558,418,champignon,133,180,213,258
7F5SZ5.jpg,558,418,champignon,51,172,119,245
7F5SZ5.jpg,558,418,cheese,98,2,266,84
7J5PGR.jpg,558,838,milk,234,38,488,823
7K9D7O.jpg,558,313,white_bread,202,65,402,202
7K9D7O.jpg,558,313,white_bread,25,154,193,307
7KLITK.jpg,558,558,milk,266,220,430,470
7KSHG1.jpg,558,313,cheese,14,58,175,243
7L9VUE.jpg,558,313,potato,214,51,288,113
7L9VUE.jpg,558,313,potato,162,101,244,159
